Formulation_ID,ingredient_name,cas,ing_ghs_indep_eye_cat,ing_ghs_indep_skin_cat,ing_ghs_indep_sens_cat,ing2_pct_raw_text,pct_text,pct_value,동일CAS_농도참조,동일CAS_참조수,SDS존재,SDS파일,has_ghs_eye,has_ghs_skin,has_ghs_both,우선순위
EyeIrritation6pack_PID253,TOTAL,,,,,100.0%,100.0%,100.0,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID270,Glyphosate (as 600 g/L),,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID270,Non hazardous,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID271,CRUISERMAXX® VIBRANCE CEREALS,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID272,CRUISERMAXX® Peanuts,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID273,CRUISERMAXX® RICE,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID277,Propylene Glycol not listed,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID277,"Silica, amorphous",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID28,Abamectin (combination of avermectin B1a and 5-2.0),,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID28,Acetophenone 12-14,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID28,Methanol 0.1-0.3,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID29,Abamectin (combination of avermectin B1a and 5-2.0),,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID29,Acetophenone 12-14,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID29,Methanol 0.1-0.3,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID291,Cyproconazole,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID302,,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID306,anhydrous,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID306,Detection limit by weight,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID306,Other Information Registry Number,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID310,"Component CAS No. Weight, % Hazard Code Napropamide   - Surfactant  to <  , ,  Surfactant 2 - <  , ,  Solvent - >",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID313,Napropamide,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID313,Ethylene Glycol,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID313,"1,2-Benzisothiazol-3(2H)-one",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID32,Name : Abamectin techn. min,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID32,EC index no : 606,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID328,Proprietary solvent,,,,,< 6.0%,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID333,"equal to or greater than are listed by IARC, NTP, OSHA or ACGIH",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID347,Nicosulfuron,,,,,75 %,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID347,Inert Ingredients,,,,,25 %,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID347,Other/Inert Ingredients,,,,,25%,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID349,Other Ingredients,,,,,74.89 %,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID351,Other Ingredients,,,,,25 %,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID352,Other Ingredients,,,,,70-74 %,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID356,Potassium salt of aminocyclopyrachlor,,,,,25 %,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID356,Inert Ingredients,,,,,75 %,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID356,Aminocyclopyrachlor,,,,,21.2 %,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID356,Other/Inert Ingredients,,,,,75%,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID358,Other Ingredients,,,,,79.6 %,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID360,Other Ingredients,,,,,45-53 %,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID361,Other Ingredients,,,,,95 %,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID362,+/--tartaric acid >= 20 - <,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID362,Talc (Mg3H2(SiO3)) >= 1 - <,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID363,Other Ingredients,,,,,43.4-51.4 %,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID364,Other Ingredients,,,,,19.4-34.4 %,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID365,Other Ingredients,,,,,79.4 %,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID370,Propylene Glycol,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID370,Azoxystrobin,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID370,(R)-Metalaxyl,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID370,(S)-metalaxyl,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID370,Fludioxonil,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID371,GHS-US) Tebuconazole,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID373,Methanol,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID373,Trichloroisocyanuric Acid,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID380,,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID381,"n IX[lIl.URkZ.^=>~P.}{0WT:t-Nf{TCZzHL\_ L+,6uOfJ4yfLbԩEx1<5siѥF\_7UU%snb[ф)وUtW)HFb>7Aok%]{͔!E91ֲmԗNO~Ѓ",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID381,"X#$$1""Rpdg{ [+HgJrd^1",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID381,/;#2,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID381,"r5} M԰r0lvQ}f :0( H;ܙ@ $xX# F/bsz0gաgJCS]@2WěݵNRY~S{\_AiAW-#TH9@""BڴJr G`)Cf",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID381,kYs<T6~Yc=`,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID390,Content (W/W),,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID392,1 - 5 2-Aminoethanol,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID392,1 - <5 Sodium hydrogen N-(1-oxododecyl)-L-glutamate,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID392,1 - <5 2-Methyl-p-phenylenediamine sulfate,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID392,"0,1 - <1 1,3-Benzenediol",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID392,"0,1 - <2,5 3-Aminophenol",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID392,"0,1 - <0,25 Dipentene",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID392,Comment on component parts Substances of Very High Concern - SVHC: substances are not contained or are below 0,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID393,Spirodiclofen,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID393,Glycerol,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID393,"1,2-Benzisothiazol-3(2H)-one",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID393,Kathon,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID396,Methanol,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID396,Trichloroisocyanuric Acid,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID398,Chlorethephon w/v,,,,,48%,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID398,Other inert ingredients secret To w/v,,,,,100%,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID4,Chemical name : Mesotrione Technical,,,,,96.0%,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID40,mol,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID40,Index No,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID406,ethoprophos (ISO),,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID406,· Index number,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID414,"Naphtha (petroleum), heavy aromatic",64742-94-5,,,,,60-70%,65.0,46.0,15,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID414,"Benzenesulfonic acid, mono-C11-13-branched alkyl derivs., calcium salts",68953-96-8,,,,,1-5%,3.0,2.8,4,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID420,Bifenthrin 21.9-23.3,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID420,Incompatible Materials Potassium Permanganate,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID420,pH 6.0-8.0 ( solution),,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID420,Potassium Permanganate,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID439,Fluazinam,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID459,"1,2-Benzisothiazol-3(2H)-one",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID459,Propylene Glycol,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID464,acetonitrile,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID464,· Index number:608,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID464,Specific concentration limit: Eye Irrit. 2; H319: C,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID467,Tebuconazole,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID467,"Alkylated Naphthalene sulfonate, sodium salt > 1 – <",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID467,2-Benzisothiazol-3(2H)-one > 0.005 – <,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID467,Glycerine >,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID467,Polyethylene-polypropylene copolymer <=,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,Contd. on page 2,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,Printing date 09.08.2019,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,Contd. of page 1,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,ꞏ 2.2 Label elements,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,ꞏ Hazard pictograms,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,ꞏ Signal word,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,ꞏ Hazard-determining components of labelling,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,"1,2-benzisothiazol-3(2H)-one",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,sodium hydroxide,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,ꞏ Hazard statements,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,ꞏ Precautionary statements,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,ꞏ Supplemental information in terms of art. 25 CLP-Regulation,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,ꞏ a) Identity of every active substance and its concentration in metric units: See product label,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,ꞏ b) Nanomaterials contained in the product: Does not contain any nanomaterial,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,Does not contain any nanomaterial,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,ꞏ c) Authorisation number,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,This biocidal product is subject to the transitional periods of Art. 89 BPR,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,ꞏ d) Name and address of the authorisation holder,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,"Thor GmbH, Landwehrstraße 1, 67346 Speyer, Germany",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,"ꞏ e) Type of formulation: SL, soluble concentrate",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,ꞏ f) Intended or authorised applications,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,"ꞏ g) Directions for use, frequency of application and dose rate",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,Contd. of page 2,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,during the addition,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID47,Further information: see product information,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID476,Nitrogen,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID476,oxygen 0.0001,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID476,methane 0.0001,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID478,Fenpyroximate 134098,,,,,61- 5.0%,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID478,Propylene glycol,,,,,1-10%,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID478,Other ingredients,,,,,85-94%,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID478,Other/Inert Ingredients,,,,,85-94%,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID48,OTHER INGREDIENTS,,,,,84.00%,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID48,TOTAL,,,,,100.00%,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID489,Polystyrene Foam Polystyrene Polymer,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID489,Pentanes* (isomers) n-pentane,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID489,Isopentane,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID489,Cyclopentane,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID489,produced with a brominatede-retardant additive below. This bead is acquired from,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID489,"Borate, below. Ingredients not precisely identified are or nonhazardous",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID494,spinosad (ISO) (reaction mass of,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID494,Kaolin >= 3 - <,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID494,Di--ethylhexyl sodium sulfosuccinate >= 1 - <,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID494,Amorphous precipitated silica >= 1 - <,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID494,titanium dioxide; [in powder form >= 0.1 - <,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID494,containing or more of particles,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID497,"1,2-Benzisothiazol-3(2H)-one",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID499,Fluroxypyr-meptyl,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID50,2-n-Octyl-4-isothiazolin-3-one,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID50,Dodecyltrimethylammonium chloride,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID500,spinosad (ISO) (reaction mass of,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID500,Kaolin >= 3 - <,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID500,Di--ethylhexyl sodium sulfosuccinate >= 1 - <,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID500,Amorphous precipitated silica >= 1 - <,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID500,titanium dioxide; [in powder form >= 0.1 - <,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID500,containing or more of particles,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID506,Methoxyfenozide,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID506,Spinetoram,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID506,Spinetoram L,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID506,"1,2-Benzisothiazol-3(2H)-one",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID506,Methylisothiazolinone,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID512,Permethrin,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID521,GRADUATE® A+,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID53,,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID530,Saflufenacil,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID530,Content (W/W),,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID530,Content (W/W): >= 1.0,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID530,2-Methyl-4-Isothiazolin-3-one,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID530,"1,2-benzisothiazol-3(2H)-one",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID535,Methanol,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID535,Trichloroisocyanuric Acid,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID540,Silica,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID540,(R)-Metalaxyl,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID540,(S)-metalaxyl,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID549,Tebuconazole w/w,,,,,39.5%,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID549,Other ingredientsw/w,,,,,60.5%,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID553,Prothioconazole,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID553,Acetophenone,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID553,N-Octylpyrrolidone,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID554,Chlorothalonil not listed,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID554,Propylene Glycol not listed,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID554,"Silica, amorphous withdrawn",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID558,"ethane-,2-diol >= 20 - <",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID558,Imidacloprid >= 10 - <,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID558,"Distillates (petroleum), solvent-dewaxed heavy >= 10 - <",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID558,metalaxyl >= 0.1 - <,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID558,Ipconazole >= 0.1 - <,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID567,For explanation of abbreviations see section 16,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID567,JUSTICE™,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID572,Document generated @ 12/12/2020 15:34:00,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID572,KITCHEN CLEANER,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID579,"Solvent Naphtha, Heavy 50.4-53.5",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID579,Bifenthrin 24.4-25.9 * X,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID579,Methyl-2-pyrrolidone 15.2-16.8,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID579,Trade secret Trade secret,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID585,2-Propanediol >= 1.00 - <=,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID585,Other ingredients (non-hazardous) to,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID600,"Permethrin (3-phenoxyphenyl)methyl(±)cis,trans-3-(2,2-dichloroethenyl",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID600,Inert Aromatic petroleum solvent2,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID600,1 cis/trans ratio: minimum (±) cis and maximum 65% trans,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID602,Other ingredients,,,,,58.25%,58.25%,58.25,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID608,"Alcohols, C9-11, ethoxylated 3",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID608,"Propane-,2-diol 1",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID608,"Alcohols, C10-16, ethoxylated, sulfates, 1",,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
EyeIrritation6pack_PID616,Paraffin wax 1 - 10 by weight,,,,,,,,,0,True,정채윤_GHS 조사.xlsx,False,False,False,2
